bing	52	bing	1.5882274725471446
bing	344	live search	1.3596145120741534
bing	354	msn search	1.3096145120741534
bing	373	microsoft	0.6284610363084369
bing	98	comparison of web search engines	0.6104171762634311
bing	637	web search engine	0.5230388680250817
bing	343	list of search engines	0.5055846506784202
bing	247	google	0.48913416409148625
bing	492	robots.txt	0.44857862194399706
bing	381	msnbot	0.4374385673309442
bing	519	search engine optimization	0.43253726940885323
bing	194	duckduckgo	0.4052499802205944
bing	518	search engine marketing	0.3902387333531877
bing	250	google search	0.3899713570971911
bing	447	powerset (company)	0.38963558298700746
bing	326	keyword (internet search)	0.38253726940885324
bing	654	yahoo! search	0.3557182202226512
bing	647	wolfram alpha	0.3516941052813638
bing	277	info.com	0.33396251397213395
bing	45	baidu	0.3337300202900702
bing	656	yebol	0.3312410081158823
bing	152	data mining	0.27362259909929354
bing	622	webcrawler	0.26846885869748705
bing	21	altavista	0.2670909878191127
bing	336	leapfish	0.26665243601843525
bing	35	ask.com	0.26241079153778485
bing	520	search engine results pages	0.2560543717163526
bing	337	learning to rank	0.22706300561658257
bing	631	web mining	0.21932086408854434
bing	245	goby inc.	0.21721663306975048
bing	638	web search query	0.18733963365189366
bing	401	naver	0.16969797504176157
bing	75	carrot2	0.1693207565683893
bing	525	semantic search	0.1670847500711744
bing	466	quaero	0.16331448129179862
bing	187	dogpile	0.16121146791800678
bing	427	organic search	0.1469770746640794
bing	493	robots exclusion standard	0.13237709347439086
bing	244	go.com	0.12928310236693652
bing	619	volunia	0.08484681012886276
bing	625	web crawler	0.04884670847695485
bing	355	machine learning	0.02988657715814099
bing	369	meta tags	-0.019007381261059705
bing	117	computer vision	-0.0353148895365981
bing	276	index (search engine)	-0.039956353227001626
bing	517	search engine indexing	-0.039956353227001626
bing	626	web crawling	-0.05115329152304514
bing	241	geographic information systems	-0.057885658895912115
bing	357	main page	-0.47144944072820505
bing	219	facebook	-0.5742847151391681
bing	648	world wide web	-0.7216893932520181
bing	257	html	-0.7414000107320923
bing	535	software	-0.7597915405243625
bing	506	sql	-0.7644865474684366
bing	224	file transfer protocol	-0.7655489341536386
bing	135	dna	-0.7763837187119846
bing	650	xml	-0.7823443766283538
bing	204	europe	-0.7921698659800174
bing	268	ibm	-0.7927917211419286
bing	653	yahoo!	-0.8024685990751417
bing	133	customer relationship management	-0.827385606373812
bing	433	pagerank	-0.8278918172374974
bing	379	montreal	-0.8342607825613086
bing	192	dracula	-0.8394360113490017
bing	423	oracle	-0.844370225091972
bing	584	tim berners-lee	-0.8469699569738851
bing	249	google drive	-0.8517579061141567
bing	73	cancer	-0.8607865183962478
bing	68	cern	-0.8615925016644116
bing	655	yandex	-0.8615925016644116
bing	439	perl	-0.8624075922808665
bing	485	representational state transfer	-0.8666272016453851
bing	137	data	-0.8692827684683633
bing	173	digital object identifier	-0.8778918172374973
bing	361	massachusetts institute of technology	-0.879952950373823
bing	162	database	-0.8900346434323054
bing	63	business intelligence	-0.8950114271098513
bing	4	aol	-0.8963111875364984
bing	61	bram stoker	-0.897634798104558
bing	437	pattern	-0.9046436810069711
bing	304	international standard book number	-0.9157633020737934
bing	396	national security agency	-0.9192827684683633
bing	269	ieee	-0.9249065049312839
bing	402	netscape	-0.9289150223654832
bing	419	open directory project	-0.9310060311502144
bing	454	privacy	-0.9400346434323055
bing	99	compiler	-0.9424801234563528
bing	370	metadata	-0.9503571873056769
bing	351	mit	-0.9561310481766736
bing	462	pubmed identifier	-0.9561310481766736
bing	161	data warehouse	-0.9692827684683634
bing	266	human rights	-0.9692827684683634
bing	608	vannevar bush	-0.9692827684683634
bing	234	gartner	-0.9729827975405522
bing	261	herman hollerith	-0.9729827975405522
bing	495	routing	-0.9810060311502145
bing	82	chess	-0.9853791732127315
bing	72	cambridge university press	-1.000357187305677
bing	74	carnegie mellon university	-1.000357187305677
bing	639	webserver	-1.000357187305677
bing	151	data mart	-1.0061310481766736
bing	317	joseph marie jacquard	-1.0061310481766736
bing	348	lycos	-1.0061310481766736
bing	605	usability	-1.0061310481766736
bing	163	database management system	-1.0124075922808666
bing	293	information technology	-1.0124075922808666
bing	273	imperial college london	-1.0192827684683632
bing	364	mcgill university	-1.0192827684683632
bing	508	scalability	-1.0192827684683632
bing	538	software engineering	-1.0192827684683632
bing	28	archie comics	-1.0268829231406158
bing	215	extract, transform, load	-1.0268829231406158
bing	254	grid computing	-1.0268829231406158
bing	368	memory	-1.0268829231406158
bing	131	cultural studies	-1.0353791732127315
bing	267	hypertext	-1.0353791732127315
bing	288	information retrieval	-1.0353791732127315
bing	395	national institute of standards and technology	-1.0353791732127315
bing	567	surveillance	-1.0353791732127315
bing	12	advertising	-1.0450114271098512
bing	130	cuil	-1.0450114271098512
bing	374	microsoft analysis services	-1.0450114271098512
bing	403	network topology	-1.0450114271098512
bing	469	query string	-1.0450114271098512
bing	636	web scraping	-1.0450114271098512
bing	19	alltheweb	-1.0561310481766737
bing	59	boolean algebra	-1.0561310481766737
bing	209	excite	-1.0561310481766737
bing	353	molap	-1.0561310481766737
bing	472	rolap	-1.0561310481766737
bing	500	sas institute	-1.0561310481766737
bing	559	statistics	-1.0561310481766737
bing	658	z39.50	-1.0561310481766737
bing	36	association for computing machinery	-1.0692827684683632
bing	167	decision support system	-1.0692827684683632
bing	203	eugene garfield	-1.0692827684683632
bing	315	john nunn	-1.0692827684683632
bing	367	medicine	-1.0692827684683632
bing	400	nature (journal)	-1.0692827684683632
bing	410	oclc	-1.0692827684683632
bing	421	operating system	-1.0692827684683632
bing	436	parsing	-1.0692827684683632
bing	471	quora	-1.0692827684683632
bing	476	rapidminer	-1.0692827684683632
bing	479	receiver operating characteristic	-1.0692827684683632
bing	507	statistica	-1.0692827684683632
bing	624	web cache	-1.0692827684683632
bing	1	a9.com	-1.0853791732127314
bing	34	as we may think	-1.0853791732127314
bing	62	british petroleum	-1.0853791732127314
bing	65	buzzword	-1.0853791732127314
bing	87	cloud storage	-1.0853791732127314
bing	110	computer architecture	-1.0853791732127314
bing	116	computer science	-1.0853791732127314
bing	238	genetics	-1.0853791732127314
bing	313	java (programming language)	-1.0853791732127314
bing	363	mathematics	-1.0853791732127314
bing	394	national center for supercomputing applications	-1.0853791732127314
bing	431	overfitting	-1.0853791732127314
bing	432	overture	-1.0853791732127314
bing	482	relevance	-1.0853791732127314
bing	575	test set	-1.0853791732127314
bing	607	user interface	-1.0853791732127314
bing	646	wireless sensor network	-1.0853791732127314
bing	6	academic press	-1.1061310481766737
bing	30	argonne national laboratory	-1.1061310481766737
bing	31	artificial intelligence	-1.1061310481766737
bing	33	artificial neural network	-1.1061310481766737
bing	76	case western reserve university	-1.1061310481766737
bing	79	censorship	-1.1061310481766737
bing	90	cognitive science	-1.1061310481766737
bing	129	cryptography	-1.1061310481766737
bing	228	forestle	-1.1061310481766737
bing	242	gerard salton	-1.1061310481766737
bing	295	infoseek	-1.1061310481766737
bing	449	predictive model markup language	-1.1061310481766737
bing	549	springer verlag	-1.1061310481766737
bing	565	supreme court of the united states	-1.1061310481766737
bing	579	tf-idf	-1.1061310481766737
bing	649	world wide web wanderer	-1.1061310481766737
bing	7	academic journal	-1.1353791732127314
bing	16	algorithm	-1.1353791732127314
bing	22	alvin weinberg	-1.1353791732127314
bing	49	bill inmon	-1.1353791732127314
bing	54	bioinformatics	-1.1353791732127314
bing	57	blekko	-1.1353791732127314
bing	71	calvin mooers	-1.1353791732127314
bing	77	categorization	-1.1353791732127314
bing	84	churn rate	-1.1353791732127314
bing	113	computer music	-1.1353791732127314
bing	127	cross-platform	-1.1353791732127314
bing	138	data mining extensions	-1.1353791732127314
bing	150	data management	-1.1353791732127314
bing	183	distributed computing	-1.1353791732127314
bing	205	european conference on machine learning and principles and practice of knowledge discovery in databases	-1.1353791732127314
bing	208	exalead	-1.1353791732127314
bing	211	expert system	-1.1353791732127314
bing	222	factor analysis	-1.1353791732127314
bing	226	first amendment to the united states constitution	-1.1353791732127314
bing	230	forrester research	-1.1353791732127314
